Index,File,Are equals,Size in ntsc_1.0,Size in ntsc_1.1,Size proportion,Size difference,Bytes different,Words different,Opcodes difference,Same opcode but different arguments
220,ovl_Bg_Spot06_Objects data,False,96,96,1.0,0,10,5,,
220,ovl_Bg_Spot06_Objects rodata,True,96,96,1.0,0,0,0,,
220,ovl_Bg_Spot06_Objects reloc,True,420,420,1.0,0,0,0,,
221,ovl_Bg_Ice_Objects text,False,3216,3216,1.0,0,87,45,0,45
221,ovl_Bg_Ice_Objects data,False,144,144,1.0,0,8,4,,
221,ovl_Bg_Ice_Objects rodata,True,32,32,1.0,0,0,0,,
221,ovl_Bg_Ice_Objects reloc,True,476,476,1.0,0,0,0,,
222,ovl_Bg_Haka_Water text,False,1840,1840,1.0,0,8,5,0,5
222,ovl_Bg_Haka_Water data,False,48,48,1.0,0,8,4,,
222,ovl_Bg_Haka_Water rodata,True,16,16,1.0,0,0,0,,
222,ovl_Bg_Haka_Water reloc,True,88,88,1.0,0,0,0,,
223,ovl_En_Ma2 text,False,3616,3616,1.0,0,39,26,0,26
223,ovl_En_Ma2 data,False,208,208,1.0,0,8,4,,
223,ovl_En_Ma2 rodata,False,64,64,1.0,0,20,10,,
223,ovl_En_Ma2 reloc,True,276,276,1.0,0,0,0,,
224,ovl_En_Bom_Chu text,False,5296,5296,1.0,0,58,35,0,35
224,ovl_En_Bom_Chu data,False,144,144,1.0,0,11,5,,
224,ovl_En_Bom_Chu rodata,True,16,16,1.0,0,0,0,,
224,ovl_En_Bom_Chu reloc,True,312,312,1.0,0,0,0,,
225,ovl_En_Horse_Game_Check text,False,3792,3792,1.0,0,43,28,0,28
225,ovl_En_Horse_Game_Check data,False,272,272,1.0,0,32,16,,
225,ovl_En_Horse_Game_Check rodata,True,32,32,1.0,0,0,0,,
225,ovl_En_Horse_Game_Check reloc,True,184,184,1.0,0,0,0,,
226,ovl_Boss_Tw text,False,71232,71232,1.0,0,749,440,0,440
226,ovl_Boss_Tw data,False,688,688,1.0,0,8,4,,
226,ovl_Boss_Tw rodata,False,912,912,1.0,0,178,89,,
226,ovl_Boss_Tw bss,True,5120,5120,1.0,0,0,0,,
227,ovl_En_Rr text,False,8480,8496,1.002,16,4531,1350,1008,342
227,ovl_En_Rr data,False,240,240,1.0,0,8,4,,
227,ovl_En_Rr rodata,False,192,192,1.0,0,52,26,,
227,ovl_En_Rr reloc,False,560,560,1.0,0,40,38,,
228,ovl_En_Ba text,False,7376,7376,1.0,0,33,21,0,21
228,ovl_En_Ba data,False,208,208,1.0,0,10,5,,
228,ovl_En_Ba rodata,True,16,16,1.0,0,0,0,,
228,ovl_En_Ba reloc,True,264,264,1.0,0,0,0,,
229,ovl_En_Bx text,False,2352,2352,1.0,0,9,5,0,5
229,ovl_En_Bx data,False,256,256,1.0,0,8,4,,
229,ovl_En_Bx rodata,True,16,16,1.0,0,0,0,,
229,ovl_En_Bx reloc,True,148,148,1.0,0,0,0,,
230,ovl_En_Anubice text,False,4304,4304,1.0,0,16,8,0,8
230,ovl_En_Anubice data,False,144,144,1.0,0,8,4,,
230,ovl_En_Anubice rodata,True,48,48,1.0,0,0,0,,
230,ovl_En_Anubice reloc,True,264,264,1.0,0,0,0,,
231,ovl_En_Anubice_Fire text,False,3040,3040,1.0,0,8,5,0,5
231,ovl_En_Anubice_Fire data,False,208,208,1.0,0,8,4,,
231,ovl_En_Anubice_Fire rodata,True,32,32,1.0,0,0,0,,
231,ovl_En_Anubice_Fire reloc,True,208,208,1.0,0,0,0,,
232,ovl_Bg_Mori_Hashigo text,False,1936,1936,1.0,0,15,11,0,11
232,ovl_Bg_Mori_Hashigo data,False,144,144,1.0,0,8,4,,
232,ovl_Bg_Mori_Hashigo reloc,True,128,128,1.0,0,0,0,,
233,ovl_Bg_Mori_Hashira4 text,False,1200,1200,1.0,0,13,10,0,10
233,ovl_Bg_Mori_Hashira4 data,False,64,64,1.0,0,6,3,,
233,ovl_Bg_Mori_Hashira4 bss,True,16,16,1.0,0,0,0,,
233,ovl_Bg_Mori_Hashira4 reloc,True,108,108,1.0,0,0,0,,
234,ovl_Bg_Mori_Idomizu text,False,1392,1392,1.0,0,18,12,0,12
234,ovl_Bg_Mori_Idomizu data,False,48,48,1.0,0,6,3,,
234,ovl_Bg_Mori_Idomizu rodata,True,16,16,1.0,0,0,0,,
234,ovl_Bg_Mori_Idomizu reloc,True,108,108,1.0,0,0,0,,
235,ovl_Bg_Spot16_Doughnut text,False,1280,1280,1.0,0,6,3,0,3
235,ovl_Bg_Spot16_Doughnut data,False,64,64,1.0,0,8,4,,
235,ovl_Bg_Spot16_Doughnut rodata,True,16,16,1.0,0,0,0,,
235,ovl_Bg_Spot16_Doughnut reloc,True,64,64,1.0,0,0,0,,
236,ovl_Bg_Bdan_Switch text,False,4176,4176,1.0,0,66,48,0,48
236,ovl_Bg_Bdan_Switch data,False,112,112,1.0,0,10,5,,
236,ovl_Bg_Bdan_Switch rodata,False,208,208,1.0,0,50,25,,
236,ovl_Bg_Bdan_Switch reloc,True,636,636,1.0,0,0,0,,
237,ovl_En_Ma1 text,False,3984,3984,1.0,0,45,32,0,32
237,ovl_En_Ma1 data,False,192,192,1.0,0,8,4,,
237,ovl_En_Ma1 rodata,False,192,192,1.0,0,86,43,,
237,ovl_En_Ma1 reloc,True,436,436,1.0,0,0,0,,
238,ovl_Boss_Ganon text,False,57424,57424,1.0,0,499,314,0,314
238,ovl_Boss_Ganon data,False,77424,77424,1.0,0,176,88,,
238,ovl_Boss_Ganon rodata,False,1072,1072,1.0,0,268,134,,
238,ovl_Boss_Ganon bss,True,3968,3968,1.0,0,0,0,,
239,ovl_Boss_Sst text,False,41776,41776,1.0,0,695,437,0,437
239,ovl_Boss_Sst data,False,3936,3936,1.0,0,20,10,,
239,ovl_Boss_Sst rodata,True,240,240,1.0,0,0,0,,
239,ovl_Boss_Sst bss,True,64,64,1.0,0,0,0,,
239,ovl_Boss_Sst reloc,True,4428,4428,1.0,0,0,0,,
240,ovl_En_Ny text,False,5824,5824,1.0,0,30,21,0,21
240,ovl_En_Ny data,False,208,208,1.0,0,10,5,,
240,ovl_En_Ny rodata,True,64,64,1.0,0,0,0,,
240,ovl_En_Ny reloc,True,320,320,1.0,0,0,0,,
241,ovl_En_Fr text,False,9392,9392,1.0,0,191,116,0,116
241,ovl_En_Fr data,False,288,288,1.0,0,6,3,,
241,ovl_En_Fr rodata,False,128,128,1.0,0,50,25,,
241,ovl_En_Fr reloc,True,1052,1052,1.0,0,0,0,,
242,ovl_Item_Shield text,False,2128,2128,1.0,0,24,14,0,14
242,ovl_Item_Shield data,False,224,224,1.0,0,8,4,,
242,ovl_Item_Shield rodata,True,32,32,1.0,0,0,0,,
242,ovl_Item_Shield reloc,True,160,160,1.0,0,0,0,,
243,ovl_Bg_Ice_Shelter text,False,3888,3888,1.0,0,30,22,0,22
243,ovl_Bg_Ice_Shelter data,False,304,304,1.0,0,18,9,,
243,ovl_Bg_Ice_Shelter rodata,False,80,80,1.0,0,20,10,,
243,ovl_Bg_Ice_Shelter reloc,True,356,356,1.0,0,0,0,,
244,ovl_En_Ice_Hono text,False,3984,3984,1.0,0,25,21,0,21
244,ovl_En_Ice_Hono data,False,176,176,1.0,0,8,4,,
244,ovl_En_Ice_Hono rodata,True,96,96,1.0,0,0,0,,
244,ovl_En_Ice_Hono reloc,True,308,308,1.0,0,0,0,,
245,ovl_Item_Ocarina text,False,1744,1744,1.0,0,20,13,0,13
245,ovl_Item_Ocarina data,False,32,32,1.0,0,8,4,,
245,ovl_Item_Ocarina rodata,True,32,32,1.0,0,0,0,,
245,ovl_Item_Ocarina reloc,True,160,160,1.0,0,0,0,,
246,ovl_Magic_Dark text,False,3184,3184,1.0,0,18,10,0,10
246,ovl_Magic_Dark data,False,2656,2656,1.0,0,12,6,,
246,ovl_Magic_Dark rodata,True,96,96,1.0,0,0,0,,
246,ovl_Magic_Dark reloc,True,264,264,1.0,0,0,0,,
247,ovl_Demo_6K text,False,10096,10096,1.0,0,104,56,0,56
247,ovl_Demo_6K data,False,304,304,1.0,0,6,3,,
247,ovl_Demo_6K rodata,False,224,224,1.0,0,40,20,,
247,ovl_Demo_6K reloc,True,888,888,1.0,0,0,0,,
248,ovl_En_Anubice_Tag text,True,624,624,1.0,0,0,0,0,0
248,ovl_En_Anubice_Tag data,False,32,32,1.0,0,10,4,,
248,ovl_En_Anubice_Tag reloc,True,32,32,1.0,0,0,0,,
249,ovl_Bg_Haka_Gate text,False,3696,3696,1.0,0,59,31,0,31
249,ovl_Bg_Haka_Gate data,False,64,64,1.0,0,8,4,,
249,ovl_Bg_Haka_Gate rodata,True,32,32,1.0,0,0,0,,
249,ovl_Bg_Haka_Gate bss,True,16,16,1.0,0,0,0,,
249,ovl_Bg_Haka_Gate reloc,True,396,396,1.0,0,0,0,,
250,ovl_Bg_Spot15_Saku text,False,688,688,1.0,0,10,5,0,5
250,ovl_Bg_Spot15_Saku data,False,32,32,1.0,0,8,4,,
250,ovl_Bg_Spot15_Saku rodata,True,16,16,1.0,0,0,0,,
250,ovl_Bg_Spot15_Saku reloc,True,72,72,1.0,0,0,0,,
251,ovl_Bg_Jya_Goroiwa text,False,1552,1552,1.0,0,18,11,0,11
251,ovl_Bg_Jya_Goroiwa data,False,112,112,1.0,0,10,5,,
251,ovl_Bg_Jya_Goroiwa rodata,True,48,48,1.0,0,0,0,,
251,ovl_Bg_Jya_Goroiwa reloc,True,184,184,1.0,0,0,0,,
252,ovl_Bg_Jya_Zurerukabe text,False,1312,1312,1.0,0,23,14,0,14
252,ovl_Bg_Jya_Zurerukabe data,False,144,144,1.0,0,8,4,,
252,ovl_Bg_Jya_Zurerukabe rodata,False,32,32,1.0,0,12,6,,
252,ovl_Bg_Jya_Zurerukabe reloc,True,196,196,1.0,0,0,0,,
253,ovl_Bg_Jya_Cobra text,False,6192,6192,1.0,0,60,35,0,35
253,ovl_Bg_Jya_Cobra data,False,768,768,1.0,0,10,5,,
253,ovl_Bg_Jya_Cobra rodata,True,80,80,1.0,0,0,0,,
253,ovl_Bg_Jya_Cobra reloc,True,392,392,1.0,0,0,0,,
254,ovl_Bg_Jya_Kanaami text,False,800,800,1.0,0,8,5,0,5
254,ovl_Bg_Jya_Kanaami data,False,48,48,1.0,0,8,4,,
254,ovl_Bg_Jya_Kanaami reloc,True,60,60,1.0,0,0,0,,
255,ovl_Fishing text,False,66816,66816,1.0,0,1976,1242,0,1242
255,ovl_Fishing data,False,2512,2512,1.0,0,10,5,,
255,ovl_Fishing rodata,False,1440,1440,1.0,0,182,91,,
255,ovl_Fishing bss,True,9568,9568,1.0,0,0,0,,
256,ovl_Obj_Oshihiki text,False,5856,5856,1.0,0,59,43,0,43
256,ovl_Obj_Oshihiki data,False,336,336,1.0,0,8,4,,
256,ovl_Obj_Oshihiki rodata,False,144,144,1.0,0,48,24,,
256,ovl_Obj_Oshihiki reloc,True,464,464,1.0,0,0,0,,
257,ovl_Bg_Gate_Shutter text,False,992,992,1.0,0,8,4,0,4
257,ovl_Bg_Gate_Shutter data,False,32,32,1.0,0,8,4,,
257,ovl_Bg_Gate_Shutter rodata,True,16,16,1.0,0,0,0,,
257,ovl_Bg_Gate_Shutter reloc,True,80,80,1.0,0,0,0,,
258,ovl_Eff_Dust text,False,4640,4640,1.0,0,41,25,0,25
258,ovl_Eff_Dust data,False,48,48,1.0,0,8,4,,
258,ovl_Eff_Dust rodata,False,80,80,1.0,0,10,5,,
258,ovl_Eff_Dust reloc,True,296,296,1.0,0,0,0,,
259,ovl_Bg_Spot01_Fusya text,False,528,528,1.0,0,11,6,0,6
259,ovl_Bg_Spot01_Fusya data,False,48,48,1.0,0,8,4,,
259,ovl_Bg_Spot01_Fusya rodata,True,16,16,1.0,0,0,0,,
259,ovl_Bg_Spot01_Fusya reloc,True,44,44,1.0,0,0,0,,
260,ovl_Bg_Spot01_Idohashira text,False,2800,2800,1.0,0,29,22,0,22
260,ovl_Bg_Spot01_Idohashira data,False,64,64,1.0,0,18,9,,
260,ovl_Bg_Spot01_Idohashira rodata,True,16,16,1.0,0,0,0,,
260,ovl_Bg_Spot01_Idohashira reloc,True,164,164,1.0,0,0,0,,
261,ovl_Bg_Spot01_Idomizu text,False,640,640,1.0,0,11,6,0,6
261,ovl_Bg_Spot01_Idomizu data,False,48,48,1.0,0,8,4,,
261,ovl_Bg_Spot01_Idomizu rodata,True,16,16,1.0,0,0,0,,
261,ovl_Bg_Spot01_Idomizu reloc,True,48,48,1.0,0,0,0,,
262,ovl_Bg_Po_Syokudai text,False,2128,2128,1.0,0,4,3,0,3
262,ovl_Bg_Po_Syokudai data,False,112,112,1.0,0,8,4,,
262,ovl_Bg_Po_Syokudai rodata,True,32,32,1.0,0,0,0,,
262,ovl_Bg_Po_Syokudai reloc,True,88,88,1.0,0,0,0,,
263,ovl_Bg_Ganon_Otyuka text,False,4208,4208,1.0,0,19,11,0,11
263,ovl_Bg_Ganon_Otyuka data,False,5248,5248,1.0,0,28,14,,
263,ovl_Bg_Ganon_Otyuka rodata,True,32,32,1.0,0,0,0,,
263,ovl_Bg_Ganon_Otyuka reloc,True,280,280,1.0,0,0,0,,
264,ovl_Bg_Spot15_Rrbox text,False,3088,3088,1.0,0,43,28,0,28
264,ovl_Bg_Spot15_Rrbox data,False,144,144,1.0,0,8,4,,
264,ovl_Bg_Spot15_Rrbox rodata,True,32,32,1.0,0,0,0,,
264,ovl_Bg_Spot15_Rrbox reloc,True,256,256,1.0,0,0,0,,
265,ovl_Bg_Umajump text,True,304,304,1.0,0,0,0,0,0
265,ovl_Bg_Umajump data,False,48,48,1.0,0,8,4,,
265,ovl_Bg_Umajump reloc,True,24,24,1.0,0,0,0,,
266,ovl_En_Insect text,False,8240,8240,1.0,0,121,85,0,85
266,ovl_En_Insect data,False,144,144,1.0,0,10,5,,
266,ovl_En_Insect rodata,True,240,240,1.0,0,0,0,,
266,ovl_En_Insect reloc,True,848,848,1.0,0,0,0,,
267,ovl_En_Butte text,False,4688,4688,1.0,0,57,39,0,39
267,ovl_En_Butte data,False,304,304,1.0,0,10,5,,
267,ovl_En_Butte rodata,True,96,96,1.0,0,0,0,,
267,ovl_En_Butte reloc,True,468,468,1.0,0,0,0,,
268,ovl_En_Fish text,False,7504,7504,1.0,0,115,75,0,75
268,ovl_En_Fish data,False,144,144,1.0,0,10,5,,
268,ovl_En_Fish rodata,True,112,112,1.0,0,0,0,,
268,ovl_En_Fish reloc,True,676,676,1.0,0,0,0,,
269,ovl_Bg_Spot08_Iceblock text,False,3312,3312,1.0,0,54,39,0,39
269,ovl_Bg_Spot08_Iceblock data,False,128,128,1.0,0,8,4,,
269,ovl_Bg_Spot08_Iceblock rodata,False,208,208,1.0,0,82,41,,
269,ovl_Bg_Spot08_Iceblock reloc,True,488,488,1.0,0,0,0,,
270,ovl_Item_Etcetera text,False,1696,1696,1.0,0,40,21,0,21
270,ovl_Item_Etcetera data,False,160,160,1.0,0,6,3,,
270,ovl_Item_Etcetera rodata,False,80,80,1.0,0,26,13,,
270,ovl_Item_Etcetera reloc,True,292,292,1.0,0,0,0,,
271,ovl_Arrow_Fire text,False,2400,2400,1.0,0,14,9,0,9
271,ovl_Arrow_Fire data,False,5200,5200,1.0,0,16,8,,
271,ovl_Arrow_Fire rodata,True,64,64,1.0,0,0,0,,
271,ovl_Arrow_Fire reloc,True,184,184,1.0,0,0,0,,
272,ovl_Arrow_Ice text,False,2432,2432,1.0,0,17,9,0,9
272,ovl_Arrow_Ice data,False,5200,5200,1.0,0,16,8,,
272,ovl_Arrow_Ice rodata,True,64,64,1.0,0,0,0,,
272,ovl_Arrow_Ice reloc,True,184,184,1.0,0,0,0,,
273,ovl_Arrow_Light text,False,2448,2448,1.0,0,15,9,0,9
273,ovl_Arrow_Light data,False,5200,5200,1.0,0,16,8,,
273,ovl_Arrow_Light rodata,True,64,64,1.0,0,0,0,,
273,ovl_Arrow_Light reloc,True,184,184,1.0,0,0,0,,
274,ovl_Obj_Kibako text,False,2976,2976,1.0,0,32,25,0,25
274,ovl_Obj_Kibako data,False,112,112,1.0,0,8,4,,
274,ovl_Obj_Kibako rodata,True,32,32,1.0,0,0,0,,
274,ovl_Obj_Kibako reloc,True,180,180,1.0,0,0,0,,
275,ovl_Obj_Tsubo text,False,3552,3552,1.0,0,62,42,0,42
275,ovl_Obj_Tsubo data,False,144,144,1.0,0,6,3,,
275,ovl_Obj_Tsubo rodata,True,32,32,1.0,0,0,0,,
275,ovl_Obj_Tsubo reloc,True,316,316,1.0,0,0,0,,
276,ovl_En_Wonder_Item text,False,2672,2672,1.0,0,19,12,0,12
276,ovl_En_Wonder_Item data,False,208,208,1.0,0,6,3,,
276,ovl_En_Wonder_Item rodata,False,48,48,1.0,0,20,10,,
276,ovl_En_Wonder_Item bss,True,224,224,1.0,0,0,0,,
277,ovl_En_Ik text,False,15968,15968,1.0,0,219,153,0,153
277,ovl_En_Ik data,False,784,784,1.0,0,28,14,,
277,ovl_En_Ik rodata,False,160,160,1.0,0,76,38,,
277,ovl_En_Ik bss,True,16,16,1.0,0,0,0,,
277,ovl_En_Ik reloc,True,1020,1020,1.0,0,0,0,,
278,ovl_Demo_Ik text,False,4800,4800,1.0,0,81,56,0,56
278,ovl_Demo_Ik data,False,224,224,1.0,0,26,13,,
278,ovl_Demo_Ik rodata,False,32,32,1.0,0,12,6,,
278,ovl_Demo_Ik reloc,True,312,312,1.0,0,0,0,,
279,ovl_En_Skj text,False,12768,12768,1.0,0,304,213,0,213
279,ovl_En_Skj data,False,400,400,1.0,0,66,33,,
279,ovl_En_Skj rodata,False,144,144,1.0,0,58,29,,
279,ovl_En_Skj bss,True,16,16,1.0,0,0,0,,
279,ovl_En_Skj reloc,True,1292,1292,1.0,0,0,0,,
280,ovl_En_Skjneedle text,False,624,624,1.0,0,1,1,0,1
280,ovl_En_Skjneedle data,False,96,96,1.0,0,8,4,,
280,ovl_En_Skjneedle reloc,True,36,36,1.0,0,0,0,,
281,ovl_En_G_Switch text,False,5648,5648,1.0,0,45,28,0,28
281,ovl_En_G_Switch data,False,160,160,1.0,0,6,3,,
281,ovl_En_G_Switch rodata,True,48,48,1.0,0,0,0,,
281,ovl_En_G_Switch reloc,True,312,312,1.0,0,0,0,,
282,ovl_Demo_Ext text,False,2176,2176,1.0,0,23,17,0,17
282,ovl_Demo_Ext data,False,64,64,1.0,0,18,9,,
282,ovl_Demo_Ext reloc,True,104,104,1.0,0,0,0,,
283,ovl_Demo_Shd text,False,1008,1008,1.0,0,9,6,0,6
283,ovl_Demo_Shd data,False,8096,8096,1.0,0,30,15,,
283,ovl_Demo_Shd reloc,True,96,96,1.0,0,0,0,,
284,ovl_En_Dns text,False,4224,4224,1.0,0,85,49,0,49
284,ovl_En_Dns data,False,368,368,1.0,0,74,37,,
284,ovl_En_Dns rodata,False,32,32,1.0,0,10,5,,
284,ovl_En_Dns reloc,True,360,360,1.0,0,0,0,,
285,ovl_Elf_Msg text,False,1312,1312,1.0,0,14,8,0,8
285,ovl_Elf_Msg data,False,48,48,1.0,0,6,3,,
285,ovl_Elf_Msg rodata,True,32,32,1.0,0,0,0,,
285,ovl_Elf_Msg reloc,True,96,96,1.0,0,0,0,,
286,ovl_En_Honotrap text,False,4784,4784,1.0,0,54,34,0,34
286,ovl_En_Honotrap data,False,272,272,1.0,0,10,5,,
286,ovl_En_Honotrap rodata,True,48,48,1.0,0,0,0,,
286,ovl_En_Honotrap reloc,True,324,324,1.0,0,0,0,,
287,ovl_En_Tubo_Trap text,False,2960,2960,1.0,0,31,22,0,22
287,ovl_En_Tubo_Trap data,False,80,80,1.0,0,8,4,,
287,ovl_En_Tubo_Trap rodata,True,32,32,1.0,0,0,0,,
287,ovl_En_Tubo_Trap reloc,True,132,132,1.0,0,0,0,,
288,ovl_Obj_Ice_Poly text,False,2160,2160,1.0,0,17,11,0,11
288,ovl_Obj_Ice_Poly data,False,160,160,1.0,0,8,4,,
288,ovl_Obj_Ice_Poly rodata,True,16,16,1.0,0,0,0,,
288,ovl_Obj_Ice_Poly reloc,True,120,120,1.0,0,0,0,,
289,ovl_Bg_Spot03_Taki text,False,2160,2160,1.0,0,5,5,0,5
289,ovl_Bg_Spot03_Taki data,False,48,48,1.0,0,8,4,,
289,ovl_Bg_Spot03_Taki reloc,True,44,44,1.0,0,0,0,,
290,ovl_Bg_Spot07_Taki text,True,1360,1360,1.0,0,0,0,0,0
290,ovl_Bg_Spot07_Taki data,False,48,48,1.0,0,8,4,,
290,ovl_Bg_Spot07_Taki reloc,True,32,32,1.0,0,0,0,,
291,ovl_En_Fz text,False,7504,7504,1.0,0,58,37,0,37
291,ovl_En_Fz data,False,240,240,1.0,0,16,8,,
291,ovl_En_Fz rodata,True,48,48,1.0,0,0,0,,
291,ovl_En_Fz reloc,True,388,388,1.0,0,0,0,,
292,ovl_En_Po_Relay text,False,5216,5216,1.0,0,56,33,0,33
292,ovl_En_Po_Relay data,False,304,304,1.0,0,8,4,,
292,ovl_En_Po_Relay rodata,True,48,48,1.0,0,0,0,,
292,ovl_En_Po_Relay reloc,True,300,300,1.0,0,0,0,,
293,ovl_Bg_Relay_Objects text,False,1712,1712,1.0,0,22,13,0,13
293,ovl_Bg_Relay_Objects data,False,48,48,1.0,0,8,4,,
293,ovl_Bg_Relay_Objects rodata,True,16,16,1.0,0,0,0,,
293,ovl_Bg_Relay_Objects reloc,True,168,168,1.0,0,0,0,,
294,ovl_En_Diving_Game text,False,6112,6112,1.0,0,92,68,0,68
294,ovl_En_Diving_Game data,False,96,96,1.0,0,8,4,,
294,ovl_En_Diving_Game rodata,True,32,32,1.0,0,0,0,,
294,ovl_En_Diving_Game reloc,True,312,312,1.0,0,0,0,,
295,ovl_En_Kusa text,False,4624,4624,1.0,0,88,61,0,61
295,ovl_En_Kusa data,False,208,208,1.0,0,7,3,,
295,ovl_En_Kusa rodata,True,32,32,1.0,0,0,0,,
295,ovl_En_Kusa reloc,True,448,448,1.0,0,0,0,,
296,ovl_Obj_Bean text,False,8960,8960,1.0,0,105,85,0,85
296,ovl_Obj_Bean data,False,144,144,1.0,0,8,4,,
296,ovl_Obj_Bean rodata,True,144,144,1.0,0,0,0,,
296,ovl_Obj_Bean reloc,True,852,852,1.0,0,0,0,,
297,ovl_Obj_Bombiwa text,False,1168,1168,1.0,0,12,10,0,10
297,ovl_Obj_Bombiwa data,False,128,128,1.0,0,8,4,,
297,ovl_Obj_Bombiwa reloc,True,64,64,1.0,0,0,0,,
298,ovl_Obj_Switch text,False,6400,6400,1.0,0,101,72,0,72
298,ovl_Obj_Switch data,False,512,512,1.0,0,24,12,,
298,ovl_Obj_Switch rodata,False,48,48,1.0,0,10,5,,
298,ovl_Obj_Switch reloc,True,632,632,1.0,0,0,0,,
299,ovl_Obj_Elevator text,False,768,768,1.0,0,8,7,0,7
299,ovl_Obj_Elevator data,False,64,64,1.0,0,8,4,,
299,ovl_Obj_Elevator rodata,True,16,16,1.0,0,0,0,,
299,ovl_Obj_Elevator reloc,True,88,88,1.0,0,0,0,,
300,ovl_Obj_Lift text,False,2224,2224,1.0,0,31,22,0,22
300,ovl_Obj_Lift data,False,128,128,1.0,0,8,4,,
300,ovl_Obj_Lift rodata,True,32,32,1.0,0,0,0,,
300,ovl_Obj_Lift reloc,True,180,180,1.0,0,0,0,,
301,ovl_Obj_Hsblock text,False,1216,1216,1.0,0,16,13,0,13
301,ovl_Obj_Hsblock data,False,96,96,1.0,0,8,4,,
301,ovl_Obj_Hsblock rodata,True,16,16,1.0,0,0,0,,
301,ovl_Obj_Hsblock reloc,True,128,128,1.0,0,0,0,,
302,ovl_En_Okarina_Tag text,False,2752,2784,1.012,32,1696,475,416,59
302,ovl_En_Okarina_Tag data,False,2352,2352,1.0,0,6,3,,
302,ovl_En_Okarina_Tag rodata,False,32,32,1.0,0,14,7,,
302,ovl_En_Okarina_Tag reloc,False,184,184,1.0,0,25,24,,
303,ovl_En_Yabusame_Mark text,False,1248,1248,1.0,0,4,3,0,3
303,ovl_En_Yabusame_Mark data,False,400,400,1.0,0,6,3,,
303,ovl_En_Yabusame_Mark reloc,True,68,68,1.0,0,0,0,,
304,ovl_En_Goroiwa text,False,8352,8352,1.0,0,91,66,0,66
304,ovl_En_Goroiwa data,False,208,208,1.0,0,18,9,,
304,ovl_En_Goroiwa rodata,True,64,64,1.0,0,0,0,,
304,ovl_En_Goroiwa reloc,True,504,504,1.0,0,0,0,,
305,ovl_En_Ex_Ruppy text,False,3744,3744,1.0,0,29,18,0,18
305,ovl_En_Ex_Ruppy data,False,176,176,1.0,0,8,4,,
305,ovl_En_Ex_Ruppy rodata,False,64,64,1.0,0,10,5,,
305,ovl_En_Ex_Ruppy reloc,True,280,280,1.0,0,0,0,,
306,ovl_En_Toryo text,False,2704,2704,1.0,0,30,22,0,22
306,ovl_En_Toryo data,False,160,160,1.0,0,8,4,,
306,ovl_En_Toryo rodata,False,96,96,1.0,0,40,20,,
306,ovl_En_Toryo reloc,True,228,228,1.0,0,0,0,,
307,ovl_En_Daiku text,False,5312,5312,1.0,0,56,40,0,40
307,ovl_En_Daiku data,False,304,304,1.0,0,8,4,,
307,ovl_En_Daiku rodata,True,32,32,1.0,0,0,0,,
307,ovl_En_Daiku reloc,True,276,276,1.0,0,0,0,,
308,ovl_En_Nwc text,False,2384,2384,1.0,0,11,8,0,8
308,ovl_En_Nwc data,False,96,96,1.0,0,12,6,,
308,ovl_En_Nwc rodata,True,16,16,1.0,0,0,0,,
308,ovl_En_Nwc reloc,True,104,104,1.0,0,0,0,,
309,ovl_En_Blkobj text,False,1152,1152,1.0,0,11,9,0,9
309,ovl_En_Blkobj data,False,80,80,1.0,0,8,4,,
309,ovl_En_Blkobj reloc,True,108,108,1.0,0,0,0,,
310,ovl_Item_Inbox text,True,272,272,1.0,0,0,0,0,0
310,ovl_Item_Inbox data,False,32,32,1.0,0,8,4,,
310,ovl_Item_Inbox reloc,True,24,24,1.0,0,0,0,,
311,ovl_En_Ge1 text,False,7440,7440,1.0,0,143,92,0,92
311,ovl_En_Ge1 data,False,112,112,1.0,0,8,4,,
311,ovl_En_Ge1 reloc,True,660,660,1.0,0,0,0,,
312,ovl_Obj_Blockstop text,True,336,336,1.0,0,0,0,0,0
312,ovl_Obj_Blockstop data,False,32,32,1.0,0,6,3,,
312,ovl_Obj_Blockstop reloc,True,12,12,1.0,0,0,0,,
313,ovl_En_Sda text,False,4544,4544,1.0,0,38,20,0,20
313,ovl_En_Sda data,False,896,896,1.0,0,10,5,,
313,ovl_En_Sda rodata,True,32,32,1.0,0,0,0,,
313,ovl_En_Sda bss,True,192,192,1.0,0,0,0,,
313,ovl_En_Sda reloc,True,12,12,1.0,0,0,0,,
314,ovl_En_Clear_Tag text,False,9584,9584,1.0,0,48,29,0,29
314,ovl_En_Clear_Tag data,False,25488,25488,1.0,0,68,34,,
314,ovl_En_Clear_Tag rodata,True,96,96,1.0,0,0,0,,
314,ovl_En_Clear_Tag bss,True,528,528,1.0,0,0,0,,
315,ovl_En_Niw_Lady text,False,5600,5632,1.006,32,3158,878,763,115
315,ovl_En_Niw_Lady data,False,160,160,1.0,0,6,3,,
315,ovl_En_Niw_Lady rodata,False,128,128,1.0,0,60,30,,
315,ovl_En_Niw_Lady reloc,False,444,444,1.0,0,60,54,,
316,ovl_En_Gm text,False,3040,3040,1.0,0,39,25,0,25
316,ovl_En_Gm data,False,96,96,1.0,0,6,3,,
316,ovl_En_Gm rodata,True,16,16,1.0,0,0,0,,
316,ovl_En_Gm reloc,True,196,196,1.0,0,0,0,,
317,ovl_En_Ms text,False,1504,1504,1.0,0,31,19,0,19
317,ovl_En_Ms data,False,128,128,1.0,0,8,4,,
